Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Fertilizer,Crop,Yield
79.88375954472822,24.045218360224258,19.94151249841805,28.032548693802564,49.89598475652976,5.7950982424235296,97.97652179482527,80.04451993265398,Maize,11.978706119746263
77.99692379639247,22.889241246624167,20.10633638482873,27.06509146208579,67.04795219579813,6.558449071992804,108.94176350174345,77.08361868869402,Maize,12.07226841874938
79.92240520877702,23.976865562336545,20.003528487011764,27.958615600973264,57.26675025045947,5.8183170609704025,95.8459690199658,80.02238679810137,Maize,11.893622734310537
77.91378199639723,23.140234418307248,19.100333642063223,26.925510750568566,62.41800701392257,6.423171391743959,80.40947967934122,77.91253101685919,Maize,12.005230480489784
79.99467670831322,23.85628953572993,20.054039217926604,28.02263438845284,70.1261890420998,7.010593781558115,87.41758093090459,80.07983565297539,Maize,11.962118621477478
80.10083942730454,24.036531041501323,20.03122673849696,27.993549164371053,61.12912917581152,6.598041291195406,81.67122529371272,79.84327190956874,Maize,12.001138475355509
80.00572872491892,23.9959596737022,19.940286009479404,25.87124015053433,63.59390611174818,6.980283315665902,85.59673468348127,80.07473738265452,Maize,12.08209315225853
78.06364707950334,23.022102885290334,19.10097820807056,26.885631380528835,56.067782959029685,6.483577770413249,92.83099495191341,78.15738733546793,Maize,11.933360596433523
79.96676744264819,24.080619434905863,19.944974085661165,27.88673658033572,67.63345995185738,6.766568718215557,85.75585456680506,79.89280957040692,Maize,11.938060836454842
79.97352416583912,24.205070747677485,20.037479828798546,28.017680089467262,61.8493414075292,6.758165203304898,100.01472124559014,80.07347245051115,Maize,11.969220617322264
78.02516253509957,22.94271270834768,20.07765614891892,27.07643472849023,54.13824179055116,6.015925795644647,74.68310639946533,77.23575399667926,Maize,12.083636358311985
80.14019810679427,23.74143496026416,20.005746415878857,28.044801760719874,52.20773190882566,6.4704270491562434,81.93512345383455,79.86595794380759,Maize,11.914163901670891
77.92937736828571,23.02686620248578,19.879749975373187,26.912323475757244,61.02515374837347,5.901398359190692,93.23486820717633,76.8407554765554,Maize,11.832066672457092
74.95682754214073,21.94704139165746,19.044763244311703,26.019324946157248,60.43126532024442,6.2081187375145905,111.17284928985997,74.99658771996447,Maize,11.972657603941126
79.94140745794952,24.0755414292337,19.87207296764629,28.166756601556507,58.669899377612005,6.762054236139248,83.53250047988354,79.89342989251712,Maize,12.010751787350411
78.0922738816999,22.823388942408155,20.026483407135043,26.84061042259096,54.86936648795087,6.330326874302644,103.7152609313142,76.88665632759867,Maize,12.039752454206992
79.94264480853009,23.92675151415386,20.10670316223329,26.13459054669787,64.99443795859611,6.999708065128688,86.20308368838572,80.08538239408561,Maize,11.866503573167902
80.10643992041109,24.006004350399348,20.102300271258365,26.051903213187877,66.66314620377912,6.103551794008369,92.70714148374505,79.8389336416642,Maize,12.083191869804748
79.96766234629725,24.11962585411233,20.13855904152381,27.907142689217213,54.17630814200353,7.160675592885976,115.11493931638606,79.99630822797296,Maize,12.086127924815887
80.02952487480536,24.02050961433518,20.179539769709493,27.964039895872784,58.84503494604816,6.806582232059689,93.58545032454913,79.96619183219661,Maize,12.094539637752934
78.04795223872922,23.04562100578156,19.88370313442337,26.934288905438883,58.05969493540768,6.82350898725606,87.21628371033523,76.96237920296723,Maize,12.002969930387186
77.99108992476513,23.020892795795223,18.960252085929213,26.87647454324829,60.73632717798687,7.342867220269797,99.0189461195131,77.96464097125725,Maize,12.01041395622997
79.93531008612287,23.84705105386733,19.9528879375706,27.937352054123643,60.20852203936506,6.315688801849707,87.09770784365331,80.06962285830566,Maize,12.098089732939222
78.04593339545833,23.064840913896354,19.87593177761545,26.99383212794353,59.70272006042626,7.1102662701503565,100.74173594771938,77.00341430455428,Maize,11.941026826529423
78.04747242695974,22.9774423770868,19.00836685545005,26.798853325657387,61.807356400624194,5.920226789773816,86.02139036963003,77.97626259939875,Maize,12.215449526167411
79.96461220675481,23.97877851158041,20.08131525512072,28.144586391978237,60.53447311799262,7.102909858079403,93.79672520088428,79.82850065740932,Maize,11.932183459967192
78.08560339915735,22.995896588801266,20.14554269633369,27.001427717556247,51.809109567820975,6.886734208800409,112.11340931710723,76.98625686029763,Maize,11.84131408229536
78.00995128181374,23.0903095453472,18.88805535451338,26.988093815773084,51.315754180887765,6.791892346510993,75.2002722547191,77.86418922885647,Maize,12.047022794119334
77.94766454287188,23.126728441461903,19.96228053776727,27.23138140501881,69.51762284797894,7.250739583088769,94.47404568843187,77.17837194396238,Maize,11.92567068973092
79.84518762876614,23.980014979343533,19.95522399340376,28.03677244958032,62.844226037463265,5.9394196543401785,94.05644433902164,80.07672982988707,Maize,12.042505988411603
79.8844741610598,24.043497724562595,20.09481617313149,28.10871699800603,59.940672091521975,6.514698870217134,90.30246803751801,79.93668891449134,Maize,12.05696596663836
79.89882235170414,24.00584575671448,19.9752138403347,27.842499234820863,50.46266630573499,6.144336603011899,97.25085897286517,80.02707981430996,Maize,12.038186154368084
79.99555844692554,24.05500181872593,20.290505049108223,27.990785771465426,63.928958873993636,6.876758093551078,105.92295626023814,80.0809925808396,Maize,11.881104865443453
77.98464232390545,23.123234631358272,19.97617996395509,27.15560633238728,57.665001447456504,7.477194088531115,89.18529421080002,76.99429996567369,Maize,12.082413689536926
79.98053158589748,23.96463744173466,20.051302352665097,28.055010077720343,60.83876881595348,6.883393045769826,105.11151397127655,80.10347962028958,Maize,11.939765855540257
79.94587714344641,23.77655219274502,19.944213058874517,28.0431163100677,58.7353305273762,6.41852752810859,91.45700537809374,80.11138321051924,Maize,12.024797847304969
79.8315433358888,23.966299138684946,19.85877331075519,27.867843930338665,65.02443443706548,6.399951330941823,104.91967317437057,80.15817146577048,Maize,11.912871723467005
80.04101192259809,23.966821370644915,20.04637706813428,28.158536595254493,63.40312087772181,6.519261828433848,80.20826727356139,79.83081035370051,Maize,11.956151516104269
77.91701715732918,23.0370993799053,18.985229791866235,27.09899432823362,62.14763435968756,6.2132065795461004,86.89374150234009,77.89823980900678,Maize,11.74495496420936
79.93729626017358,23.90635590776041,19.982436548464385,28.1472555319217,49.45084506189393,5.938707639134499,95.64692538960091,80.12077878078088,Maize,12.114608696443184
79.97583416319851,24.04837954693077,20.15523688584649,28.22338459195853,60.662995695178246,6.984797905990188,67.38528528550569,79.93506759983522,Maize,12.10139284734977
79.7854273842966,24.05667820802045,19.909546908229693,27.860582418843155,57.85769139351354,6.586918041965273,85.73253382388839,79.94772915170125,Maize,11.863981622188906
79.99064286442584,24.03793233988642,19.85563020231986,27.973795032007565,70.75863114703986,6.891567817397353,88.38253268881468,80.09851301068143,Maize,11.988376754330725
78.15656080073806,22.832318012551205,20.01826058372938,27.01063758526951,65.39883485417627,6.573998418551388,91.09892674814571,76.87948588532028,Maize,11.787474465960845
75.14803956249914,21.87739699860573,18.998637353478266,26.061030698279644,62.499036438217786,6.700641256546012,91.08240089191914,75.07412063194293,Maize,11.971103365379705
80.02735083973714,24.07961432632536,19.85554990761034,28.06325062358648,59.4632007263756,6.554255563362911,85.37165242281084,79.88858562433542,Maize,11.929725422971057
79.94762268224522,24.00635661801558,19.97875927520931,27.954068366859424,62.053086932011496,5.70849194445989,97.77834950165757,79.93310882659499,Maize,12.158038170641262
75.03374663918657,22.05089176522692,18.833063958091447,25.98300488556781,64.79173394612393,5.8515840749851575,78.07217026605319,74.9915352172489,Maize,12.17838896712266
79.83958255406453,23.960041142632484,19.905815039507925,27.989003710624928,63.138194797131185,6.532198819930382,96.20548478790883,80.02525152179409,Maize,12.117157510871577
80.0313976586031,23.98347047735334,20.128458962506432,27.95087245517777,63.2283413728108,5.988288665322607,99.19504763454675,79.92080928226412,Maize,12.183705420811316
80.03024115886483,24.020110219479573,19.89142413588727,28.007497035053397,58.58959698244982,6.327045807491775,95.3068153727366,80.04972098851212,Maize,11.99915993727263
79.93311462928675,23.94404421111625,20.02674933440363,27.9997828179342,62.42701147591818,5.681354585139437,76.42180265808035,80.09794172344449,Maize,12.159804886007873
80.0911200752795,24.081056624246763,20.025125948132786,27.96933249991735,59.81645864124921,6.262900966431355,95.4949649174026,79.98654811641504,Maize,12.09113989035689
80.0169758436009,24.006244752477063,19.948136164288705,28.077782770179017,64.44423580356819,6.048853180573804,90.31032871987139,79.99520323335149,Maize,12.070509570535478
78.03809641040891,23.26313871357837,19.160481801573816,26.89381906483619,59.63552267817756,6.780739333069819,87.56582694329525,78.1579433978361,Maize,12.107693295374064
80.01909948442601,23.942956084944825,20.15240097978331,26.20330349553901,63.58058986796764,7.286909020583924,86.17102283928871,80.03118492211745,Maize,11.92366601255252
75.00826368733053,21.974450310870694,19.062961385370027,26.013380338767867,68.50487400587454,6.046095138534033,94.29202426752386,75.10615157180476,Maize,11.82814653106256
77.92949736523391,22.88324528731,19.81119207956371,27.20087369964249,61.82627306237071,5.714065406742928,93.49341133072055,77.04771329229592,Maize,12.128090871276752
79.92890471068826,24.15329810122301,20.006789293103537,25.86564510755356,60.20468550466847,6.601670137258817,78.79332239545877,79.92283308637202,Maize,11.880912889313583
80.06923825795056,23.97670893426889,19.99032415043307,28.07418246965172,59.54494041362276,6.317478308823199,99.55276339954754,79.84145284798929,Maize,11.800579750265817
78.12751149883971,23.02373862672865,20.050331185240665,26.954148026098476,52.13915562005825,5.803937777878461,91.35906789688747,76.99537937113577,Maize,11.995971168630156
80.13714631092546,23.955505092982072,20.023568705085477,25.97878246921244,63.28006081872591,6.613035316660272,100.60113146836079,79.96066474517917,Maize,12.07744921283509
80.01642457981583,24.080582689465437,19.89237349596171,27.955626209326454,55.527693715648674,5.889622519488581,100.69911154384316,79.86346212026031,Maize,12.032986382562706
80.08791708428713,23.851362295329206,19.79403977575103,26.01936450632556,64.58986459152241,6.797553544593702,99.46713620614398,80.0554376176429,Maize,11.837747699741644
80.03709618832224,24.00786442799102,20.18749910204641,27.911134929972206,63.92825237651931,5.633663990507068,93.84153707092908,79.88805016135736,Maize,12.123210372221733
80.21870450177731,24.205451861481407,19.927257192831853,28.005964900715284,53.14551826191967,6.754768601949281,87.4752750311557,79.90315907070728,Maize,11.977185169795538
79.93976213976553,23.96530689652336,20.043347107081328,27.90612707220308,55.2893233235934,6.0954286556688375,94.2603185636113,80.18969068190283,Maize,12.11061689225524
80.05232289183864,24.157081344172774,20.067521706409373,27.93699178462918,68.41506473776649,6.274892017781613,91.8644308808848,79.97706013140115,Maize,12.098149693809011
79.91683026364987,24.05735204514193,20.021199050386457,27.89578122912664,71.21738413455768,6.3125313649519,99.94003533218755,79.81283791879302,Maize,12.009217427213898
79.97198801887637,24.10602859576045,20.06526690849921,28.23879298281977,63.28836236734504,6.235728975856795,112.46625927985662,80.11155558278114,Maize,12.264358426250926
77.86900118601437,23.011277931297244,19.00475817361382,27.028387574466,58.98319409203146,6.743071941291355,94.00517059882746,77.99925889406678,Maize,12.114122627781017
80.01747782985703,23.906553424912264,20.149861291204772,28.08062264479724,58.03897996364935,6.801704012740684,99.49874148724444,80.15022368603161,Maize,12.055172722171395
75.02980012674288,22.00482224306059,19.069743407381985,26.11338240345254,65.1383362447461,6.299286445565781,98.29849768590014,75.02287224532847,Maize,11.886457030660782
77.82320336884695,22.908013312366258,18.98791011035645,26.83597725195576,60.602713158636,6.561514567716513,85.82883063206543,77.99231927200184,Maize,12.045624928881397
78.02345992979558,22.85344967877769,18.942417942658302,26.937325908837725,55.06849344707442,6.401916979108468,86.51687292284169,78.01980445632461,Maize,11.88873888666178
77.87814186503283,23.19534843353752,18.973670787706094,27.130861086496143,51.62927784623412,6.232122291849409,101.60323524896175,78.04663406321532,Maize,11.92936600795513
80.12165636258615,24.05384141727352,19.84065406305064,27.872230491751605,59.03923883092403,7.560848531713681,95.86643366563327,80.02630482688775,Maize,11.991849386728942
79.94101169555736,23.99162310203325,19.94844815041387,28.12828075592826,68.03737013974151,6.332739087914456,72.3996999649652,79.84096674731605,Maize,11.92937575010727
80.115649838952,24.12832007983616,19.821420534075735,27.901585898531263,52.915564578472,6.720060597860379,109.8899865815767,79.95180532458768,Maize,11.943433542736209
75.01715905265844,21.958946250544304,19.02491069167774,25.944747773445656,61.02224872020072,6.15567018239842,94.50782111941449,74.99273586996112,Maize,11.776505069277038
79.96459885146554,23.911847046555813,19.97344971319787,27.954048563783747,69.46095857043919,6.437989817850582,88.3615727899086,80.15427658447624,Maize,12.04550326773983
79.9423359147884,24.072319992956864,19.944926250788413,28.117229742727048,61.84799643873562,7.096277458315296,85.10787016945727,80.16070327545269,Maize,11.945918335038424
78.07355069916903,22.94164868936436,19.846464341755105,27.23981288319237,61.64509729351407,5.57898537730143,102.23206653958005,76.91651125964042,Maize,12.141137137608414
77.96836345837784,23.097518580582975,20.220692565255057,26.88384334935728,59.03912039446037,6.743564724413757,85.59550924034293,76.83524933101661,Maize,12.108291239341025
75.01202430100008,21.874334602504536,18.98229629220225,26.052357060436844,56.353520471232336,7.3848158497032905,87.74594356953806,74.85689619400662,Maize,12.05494016110288
80.09552015952119,24.15675713652945,19.865324868346374,28.066709001251777,66.83845102864522,6.8884615177586825,73.88098971075968,79.9063903511777,Maize,11.988937937709332
80.13736522459884,24.00945812482564,20.122301864367135,27.99159898363939,66.57980978707724,6.094949545986603,96.74980009205323,80.15789239902787,Maize,12.337651203855431
78.00202497829629,23.17064982137451,20.061424606189057,27.106761423481306,55.924890257246474,7.0426960857317304,83.30616309669986,76.98723976181232,Maize,12.085369129438808
80.05054065857395,24.074408954427312,19.985017388516933,27.989800327722943,52.640273995488855,6.757031387774794,91.30557754230593,79.99333622492912,Maize,11.920942940469176
79.80271106768855,24.26074993185349,19.974930254180425,27.83750846589067,60.10428329208557,5.9094405335461,93.00266434405371,80.0525027500904,Maize,11.987911215795265
75.03134330046811,22.02684621649509,18.93582012632741,26.04375618823944,62.662710607687956,6.98027359863075,75.73183315075649,75.0181245361045,Maize,12.01066522701965
77.98669045997858,23.060065984791155,19.27272541633568,26.986239387648148,68.89445491886174,6.314762796644209,98.05095568475883,77.98832118917153,Maize,12.119957275776644
80.0680148480146,23.90035731810297,20.147194031121597,27.913396502694702,63.85805191985399,6.833246120829267,102.12617653738644,79.91576096549943,Maize,12.045092981599463
79.99262891834191,23.95693773874342,19.97795155352056,28.062439403965055,58.12558590990405,6.204347642800952,100.98720480275992,80.03196262896537,Maize,11.913493568649027
80.1042776522417,23.91968857280522,19.898063146643736,28.010787862432743,68.2157343587328,6.389858576139547,103.5195938179007,79.91741852762375,Maize,12.00749217899508
80.0583530865195,24.117122536116508,19.96836602220896,28.14969767205091,66.97559940740344,5.321546638584277,89.66419278149597,79.93696330614624,Maize,12.06603716314832
75.06213722844328,22.08903611489743,18.946035444952216,25.881423305441466,62.75481021069041,6.305124446304692,88.78761302270573,75.05422237488463,Maize,11.949666868859618
79.96224307603953,24.094517950619583,19.939293085538488,28.015299318868465,66.30507279838541,6.733931555708475,97.15902091848919,80.08013030678616,Maize,12.0398453031396
80.06415401043267,24.022917808092064,20.014502070134792,27.94248075686238,52.216980418775535,6.301836587508836,91.35117607437302,79.85599612408251,Maize,11.887073111133091
77.88183781997589,22.994270985660524,20.016442245577355,27.11691397418957,75.0010238759889,7.0983633034824,78.6339810686254,76.88359763106847,Maize,11.933593621039051
75.01194212508197,22.041692331327383,18.9338250864453,25.861208008533996,52.6644273323011,5.988211269092747,79.69082512328522,75.01525159629959,Maize,12.158599460469992
80.02255902433299,23.970734213139853,19.841465839841213,28.00245170834245,53.72257063410365,6.7921168700908146,88.15269690222101,80.01583327015128,Maize,11.963334705830665
79.94468042277333,24.11621356593349,19.910162666019747,28.022133665165665,61.029707086287395,5.733380677633897,98.05870391533203,79.9798930453282,Maize,12.084271686534608
75.01443347691823,21.97470581015084,19.098489533178785,25.763320838632467,50.436633567765604,6.758036704652011,81.94208126815613,74.95066250585506,Maize,12.08792105771507
80.15995906311984,23.722843711119346,19.95198773890992,28.07483349054612,53.75348620947783,6.338408064929731,93.25015314111587,79.94544124125156,Maize,12.030040912306506
74.8610833986628,22.14632585307642,18.91567123825958,26.00629162345429,62.78596069975851,7.357541311983127,86.17290772412328,75.0040922787556,Maize,11.900735080378409
77.99450837658625,22.981680475360445,19.962175320968832,26.99694945129261,56.95746956673693,6.9358999190679125,75.02769022600108,76.99686550888941,Maize,11.819403361247014
78.0740431574961,22.920616934976085,19.958703477255423,27.04043653601712,77.3124938579409,6.628372403002158,101.078037412338,77.130544925084,Maize,11.934792626818682
80.03122901922663,23.955746597471904,19.988877758336137,25.99685488210097,62.479230051908125,6.627324671303352,94.27760595070072,80.08875441554183,Maize,12.029527818494492
80.00628807983514,23.930352600413613,19.95534111350306,28.07607766635946,60.905689775955956,7.064171535624812,84.81626313681876,80.13007837042551,Maize,11.862076762316484
80.11958118852016,24.048770504153023,20.106978683859055,28.00068988117038,60.0283586771515,6.671630832582684,89.1518688011899,79.90279179022542,Maize,12.063320906667176
79.91509988932552,23.951896312181,20.05234952637256,28.064515035825416,54.85951104202928,6.355230366431675,73.68429631138544,80.05553363380515,Maize,11.988921346301971
80.1029487008347,24.053667992880293,19.92137064686332,27.992896064622904,63.87102225258538,6.576022784115101,93.79315148167969,80.18582257048288,Maize,11.84750486938816
79.97974008892983,24.1053151196042,19.972861185433523,27.798574361058662,53.608489986577624,7.143151887595473,81.30407415804231,79.88769322405889,Maize,12.09488047678772
79.81996932084459,23.945002105490303,19.971304050434725,27.90540810541266,58.35677818785513,6.4887498084021535,97.98410261095378,79.99714216981145,Maize,12.064394671546664
80.06846664803774,23.974714229409777,19.974493028526616,27.860983155766952,61.05141427595487,6.69792583916302,125.10960804675,80.16900265105063,Maize,11.98651182277086
80.05482639483382,23.95116719758665,20.10527212833612,27.79322140115502,66.73505606437253,6.743112676911635,93.57962853866007,80.0648103839557,Maize,11.81728892108013
79.80166475419391,24.051922105817123,20.039963383805343,27.823183850654708,62.99483399082778,5.782099598889873,77.74067417236424,79.92342378128279,Maize,11.89618209619811
79.96870405036454,23.98805580087016,20.05236863933811,28.01726233476104,54.70918723178674,6.468677643904535,84.88846712199043,80.14888988421237,Maize,11.904746761396186
80.04579203495014,23.995283549701863,19.97343954078216,28.157927577215556,53.519174669335094,6.693075140165123,85.63953069266697,79.79558695820879,Maize,11.976507140209783
80.05258232904515,23.877127137431792,19.970675617061616,28.11487909522582,65.69734016494404,6.836685774946055,86.18358968988342,79.86554751973851,Maize,12.060454220923488
79.9714424991322,24.065828620216102,19.9648055678982,28.17124647435441,57.618952371949334,5.553214255052008,88.67164836995121,79.9502133096237,Maize,11.946187101030592
79.97675486414136,24.09622042598441,19.93252293534418,26.037308174473264,64.17138825723355,6.930467401854242,106.78219497104195,79.88898079872351,Maize,11.994457109651243
74.96843185311765,22.017856872237868,18.95245211535047,25.891485505508264,59.57580742341,6.016557460393656,90.79156074013422,75.12085560050474,Maize,11.908466634366254
75.120130612425,21.96218592591363,19.019188012174325,25.90140416906504,42.517866095654526,6.723082423029405,92.15890877039426,75.14230545438991,Maize,11.911915385669127
80.04080632308788,24.050194437481043,19.907696093526177,25.86439229086522,58.48902257097271,5.66895400791064,98.47900408814169,80.0493885249928,Maize,11.888468241887434
80.04681621207006,23.84013483096588,20.11910658959153,27.901338168696192,58.14690799838737,6.936159276308125,101.58320534500386,80.109534821089,Maize,11.946796017867074
77.95349096223966,22.88807670923808,20.089855893970338,27.000399157563333,49.6303293298248,6.173249237916578,74.77174406856605,77.00755845418502,Maize,12.213545591172366
79.79734247686451,23.77682059184989,19.910394464703923,27.99925097145332,57.004602080895665,7.0062492840511945,94.18994851827304,79.96190462189668,Maize,11.97621653949732
79.98729442799844,23.73175476754348,20.036443499647916,28.023977817793888,57.053771990725224,7.305574017436166,94.8286704638478,79.96300929014292,Maize,11.911243350579667
80.11371768065877,23.896332546460048,20.0983931251256,27.939790439946364,56.287521096983866,5.827437932439202,84.68476003680362,80.07639403733937,Maize,11.8559021664178
80.01579235540234,24.05572337125344,20.07396258764294,27.97214760911816,63.10826964396905,6.142429651401044,72.05359310533609,80.15973024729242,Maize,11.93432288518103
79.91147795668067,23.97101366738007,19.877505199504828,27.788797115097616,60.068312716907414,6.422271219561022,85.68680436650604,80.04348956453461,Maize,12.109237967756986
78.08343776583807,23.035098214190164,19.90901545213076,27.074933444948588,55.86701687520881,6.3189104440128885,87.90677469867705,77.12696184673113,Maize,12.0215643794997
